date,t_years,gold_price,silver_price,gold_log_price,silver_log_price,gold_dev,silver_dev,is_break
1970-02-13,0.12301587301587301,32.37057817042804,1.3890826773073977,3.477249929083184,0.32864358490028356,0.0,0.0,0
1970-02-16,0.12698412698412698,32.42350580306691,1.3702607532915245,3.4788836475082388,0.3150010525991374,0.0,0.0,0
1970-02-17,0.13095238095238096,32.84170958878491,1.4170109314125292,3.4916993413530295,0.34854967515481317,0.0,0.0,0
1970-02-18,0.1349206349206349,32.830747453344955,1.4120101069964504,3.491365498642234,0.34501429697492997,0.0,0.0,0
1970-02-19,0.1388888888888889,32.788932521717314,1.3949604281622292,3.490091035331734,0.3328660479621844,0.0,0.0,0
1970-02-20,0.14285714285714285,33.161882845471084,1.4102203339142854,3.50140110927851,0.3437459573693807,0.0,0.0,0
1970-02-23,0.14682539682539683,33.155659017873866,1.3980457278891678,3.501213411500799,0.33507535278251677,0.0,0.0,0
1970-02-24,0.15079365079365079,32.95941271774027,1.3674239366072516,3.4952768868528032,0.3129286315419814,0.0,0.0,0
1970-02-25,0.15476190476190477,33.387173067964575,1.3911815432888583,3.5081717863391537,0.3301534172137922,0.0,0.0,0
1970-02-26,0.15873015873015872,33.72216070324361,1.4117155035775426,3.518155208875648,0.3448056340518233,0.0,0.0,0
1970-02-27,0.1626984126984127,33.49966302910774,1.3929843854378225,3.5115353799478255,0.3314484854296197,0.0,0.0,0
1970-03-02,0.16666666666666666,33.32331412180483,1.3819829811220001,3.5062572757920027,0.3235194105967143,0.0,0.0,0
1970-03-03,0.17063492063492064,33.20926202739512,1.3704627438786547,3.50282881374444,0.3151484520633333,0.0,0.0,0
1970-03-04,0.1746031746031746,32.76520972159968,1.3320859020495357,3.489367273252287,0.28674606106692047,0.0,0.0,0
1970-03-05,0.17857142857142858,33.322473695010984,1.355950219647299,3.506232055089497,0.3045024776697739,0.0,0.0,0
1970-03-06,0.18253968253968253,32.98376014643128,1.3400103114502957,3.496015323562469,0.2926773090453738,0.0,0.0,0
1970-03-09,0.1865079365079365,33.46205973881725,1.348140768587843,3.5104122519072405,0.2987264347737074,0.0,0.0,0
1970-03-10,0.19047619047619047,33.40318450083115,1.3356189801617582,3.5086512397739344,0.28939483994906967,0.0,0.0,0
1970-03-11,0.19444444444444445,32.8307393355376,1.3115789848309527,3.4913652513798663,0.27123174331573696,0.0,0.0,0
1970-03-12,0.1984126984126984,32.833686590169926,1.3124290807184464,3.4914550185435247,0.27187968028544024,0.0,0.0,0
1970-03-13,0.20238095238095238,32.59816864197866,1.3043683922831155,3.4842561101682747,0.26571893302575644,0.0,0.0,0
1970-03-16,0.20634920634920634,32.433354171716424,1.2924563746616682,3.479187343022608,0.2565445741512523,0.0,0.0,0
1970-03-17,0.21031746031746032,32.08629338035978,1.2559793538968904,3.4684289414499996,0.227915629930719,0.0,0.0,0
1970-03-18,0.21428571428571427,32.52823451036239,1.2746371481344119,3.482108466352206,0.24266154840855603,0.0,0.0,0
1970-03-19,0.21825396825396826,32.633829866220346,1.280021096653747,3.4853494762649704,0.24687655955644294,0.0,0.0,0
1970-03-20,0.2222222222222222,32.500719598619426,1.2654020565438002,3.481262230586555,0.23538990294174938,0.0,0.0,0
1970-03-23,0.2261904761904762,32.71675273765101,1.2735876694492856,3.4878872628502173,0.24183785441011335,0.0,0.0,0
1970-03-24,0.23015873015873015,32.67783543757083,1.2713628320641037,3.4866970327177103,0.24008942122790447,0.0,0.0,0
1970-03-25,0.23412698412698413,33.0752848520045,1.3030707759744797,3.4987863222694364,0.2647236143762882,0.0,0.0,0
1970-03-26,0.23809523809523808,33.2128394404589,1.303199653094839,3.502936531295923,0.2648225121107881,0.0,0.0,0
1970-03-27,0.24206349206349206,32.76762713596763,1.2897716195854685,3.4894410504450644,0.2544651636192806,0.0,0.0,0
1970-03-30,0.24603174603174602,33.09657253190712,1.306743553598859,3.49942972813648,0.2675382054430796,0.0,0.0,0
1970-03-31,0.25,33.28719448079368,1.3282273031404754,3.5051727729017212,0.2838451984110677,0.0,0.0,0
1970-04-01,0.25396825396825395,33.57590926925195,1.3577976479575207,3.5138088237775778,0.30586401063874846,0.0,0.0,0
1970-04-02,0.25793650793650796,33.434117264602286,1.3702663068190262,3.5095768536201724,0.3150051054892421,0.0,0.0,0
1970-04-03,0.2619047619047619,33.030623942058796,1.3576309982951666,3.497435129386522,0.30574126783510813,0.0,0.0,0
1970-04-06,0.26587301587301587,33.2049398835096,1.3802851946954982,3.502698656526036,0.3222901406401186,0.0,0.0,0
1970-04-07,0.2698412698412698,33.845733360919134,1.4413437002034324,3.5218129459462095,0.36557580363855874,0.0,0.0,0
1970-04-08,0.27380952380952384,33.47120052349968,1.3931025592161919,3.5106853832235227,0.33153331679402975,0.0,0.0,0
1970-04-09,0.2777777777777778,33.756685283040795,1.3956933632391153,3.5191784801632666,0.33339132637256746,0.0,0.0,0
1970-04-10,0.28174603174603174,33.7634424429424,1.4079257023121503,3.5193786326259984,0.3421174880993465,0.0,0.0,0
1970-04-13,0.2857142857142857,33.22374614086765,1.3449741728833433,3.5032648654633487,0.29637481055221876,0.0,0.0,0
1970-04-14,0.2896825396825397,33.32080784377288,1.3510975851399853,3.5061820620159274,0.3009172881533251,0.0,0.0,0
1970-04-15,0.29365079365079366,33.24978289647803,1.3470865879087408,3.5040482376513142,0.29794417740286416,0.0,0.0,0
1970-04-16,0.2976190476190476,32.9755800130424,1.3098440204523294,3.4957672879268475,0.2699080617668602,0.0,0.0,0
1970-04-17,0.30158730158730157,32.931345197524806,1.2939442371248033,3.494424945767251,0.25769510173810795,0.0,0.0,0
1970-04-20,0.3055555555555556,32.405052075287315,1.269857964321811,3.4783143388923463,0.23890505509935545,0.0,0.0,0
1970-04-21,0.30952380952380953,32.39566310183653,1.2743611901663332,3.478024558957331,0.2424450257337387,0.0,0.0,0
1970-04-22,0.3134920634920635,32.08715569318618,1.2477242470704224,3.468455815892278,0.22132128965983167,0.0,0.0,0
1970-04-23,0.31746031746031744,31.77848828870914,1.2185951572444986,3.458789591969283,0.19769868479227332,0.0,0.0,0
1970-04-24,0.32142857142857145,31.850971295778255,1.2126089703194622,3.461067877495983,0.19277421221963903,0.0,0.0,0
1970-04-27,0.3253968253968254,31.974948816650787,1.2235886254851196,3.464952746733392,0.20178803730920014,0.0,0.0,0
1970-04-28,0.32936507936507936,32.63967467402459,1.2430749152537182,3.4855285629513997,0.2175880804257973,0.0,0.0,0
1970-04-29,0.3333333333333333,32.941451642757976,1.2586371422254108,3.494731793078956,0.23002950242165615,0.0,0.0,0
1970-04-30,0.3373015873015873,32.947510430881835,1.240039303145088,3.494915702126853,0.21514307519938364,0.0,0.0,0
1970-05-01,0.3412698412698413,32.8068708421867,1.2414317778596695,3.4906379703488124,0.21626537307454213,0.0,0.0,0
1970-05-04,0.34523809523809523,32.790452574680295,1.2412773805406991,3.4901373929778456,0.21614099497842315,0.0,0.0,0
1970-05-05,0.3492063492063492,32.70586542198287,1.2510747203256465,3.487554432521047,0.22400295817883453,0.0,0.0,0
1970-05-06,0.3531746031746032,32.70944627834279,1.222959916810747,3.487663913199818,0.20127408168776606,0.0,0.0,0
1970-05-07,0.35714285714285715,32.49438788763573,1.1865303961646438,3.4810673940442793,0.17103341490910545,0.0,0.0,0
1970-05-08,0.3611111111111111,31.465044027734855,1.1250624936440534,3.4488772162385204,0.11783858401936992,0.0,0.0,0
1970-05-11,0.36507936507936506,31.89779933631611,1.1482801701688372,3.462537021088754,0.13826531879157322,0.0,0.0,0
1970-05-12,0.36904761904761907,31.536189845826453,1.1179815584402482,3.4511357703639103,0.111524879462915,0.0,0.0,0
1970-05-13,0.373015873015873,31.905107574120123,1.1389361470681887,3.462766109015617,0.13009462237400687,0.0,0.0,0
1970-05-14,0.376984126984127,31.930775942074412,1.1394096020204143,3.463570307780444,0.13051023528897399,0.0,0.0,0
1970-05-15,0.38095238095238093,31.953397613338005,1.1498513650850524,3.4642785167452037,0.13963268626981984,0.0,0.0,0
1970-05-18,0.38492063492063494,32.140868941027726,1.1621466126127582,3.4701283960679707,0.15026882311499107,0.0,0.0,0
1970-05-19,0.3888888888888889,31.81773754898035,1.1507337045398711,3.460023918841277,0.14039974288487905,0.0,0.0,0
1970-05-20,0.39285714285714285,31.61101558818006,1.1523779442145738,3.4535056544105585,0.14182758504349863,0.0,0.0,0
1970-05-21,0.3968253968253968,31.221886914372096,1.129649000386739,3.4411193525425237,0.12190696534535622,0.0,0.0,0
1970-05-22,0.4007936507936508,31.2297128331578,1.1145035680344793,3.4413699760288172,0.1084090753052202,0.0,0.0,0
1970-05-25,0.40476190476190477,31.78243881793427,1.1608229779777655,3.458913898816588,0.14912921734175594,0.0,0.0,0
1970-05-26,0.4087301587301587,31.6456996572429,1.1624098979203057,3.4546022675497037,0.15049534831021028,0.0,0.0,0
1970-05-27,0.4126984126984127,31.776061859443256,1.1381637678970455,3.458713234595612,0.12941623387143092,0.0,0.0,0
1970-05-28,0.4166666666666667,31.86605769151024,1.141950819484318,3.4615414211075946,0.13273804505632458,0.0,0.0,0
1970-05-29,0.42063492063492064,31.902928273696666,1.131031127806125,3.4626978009915463,0.12312971913024967,0.0,0.0,0
1970-06-01,0.4246031746031746,31.82743128211096,1.1247666305134203,3.4603285368785484,0.11757557459419904,0.0,0.0,0
1970-06-02,0.42857142857142855,32.218270078959,1.1489117971571292,3.472533685399878,0.13881523104374283,0.0,0.0,0
1970-06-03,0.43253968253968256,32.2269268748436,1.1673584427488484,3.472802341447058,0.1547434550289024,0.0,0.0,0
1970-06-04,0.4365079365079365,32.058875397155006,1.153491938048516,3.4675740684986276,0.14279380948589138,0.0,0.0,0
1970-06-05,0.44047619047619047,31.491911174174984,1.141567391675174,3.4497307247344433,0.1324022230682418,0.0,0.0,0
1970-06-08,0.4444444444444444,31.80737734195632,1.1692231712281564,3.459698254765594,0.1563395720778717,0.0,0.0,0
1970-06-09,0.44841269841269843,32.031232600837534,1.1824697507048767,3.4667114455792696,0.1676052602574981,0.0,0.0,0
1970-06-10,0.4523809523809524,32.11073960517584,1.1834660987833903,3.469190541320299,0.1684475046806746,0.0,0.0,0
1970-06-11,0.45634920634920634,32.05581952774227,1.180879812208745,3.4674787434122765,0.1662597642200564,0.0,0.0,0
1970-06-12,0.4603174603174603,32.55468350795839,1.2147730910697476,3.4829212448771205,0.1945573030301831,0.0,0.0,0
1970-06-15,0.4642857142857143,32.54620753772655,1.2068131880405684,3.482660849968738,0.18798315635092,0.0,0.0,0
1970-06-16,0.46825396825396826,32.35068099074287,1.2157734432637703,3.4766350714438277,0.19538045308008045,0.0,0.0,0
1970-06-17,0.4722222222222222,32.525557042124895,1.2260689022060773,3.482026150835305,0.20381303675543044,0.0,0.0,0
1970-06-18,0.47619047619047616,32.423664395081396,1.2062727799116855,3.4788885387629844,0.18753525839362029,0.0,0.0,0
1970-06-19,0.4801587301587302,32.41249930872919,1.216292403581154,3.4785441295374917,0.19580721810861246,0.0,0.0,0
1970-06-22,0.48412698412698413,32.29598643140956,1.2067491947681936,3.4749429634183233,0.18793012828514843,0.0,0.0,0
1970-06-23,0.4880952380952381,32.23512918171693,1.204488142265427,3.47305682625314,0.18605469849583567,0.0,0.0,0
1970-06-24,0.49206349206349204,31.735975899781533,1.173950541943298,3.4574509238148896,0.16037459270189175,0.0,0.0,0
1970-06-25,0.49603174603174605,31.47618332650973,1.1701537226142962,3.4492311749825557,0.15713512702899435,0.0,0.0,0
1970-06-26,0.5,31.244688525929966,1.1641184161406397,3.441849394566113,0.15196407621447644,0.0,0.0,0
1970-06-29,0.503968253968254,31.734930268258243,1.187074492300313,3.4574179754425876,0.1714918704404731,0.0,0.0,0
1970-06-30,0.5079365079365079,31.55482216391623,1.179207709831979,3.451726419270559,0.164842780620146,0.0,0.0,0
1970-07-01,0.5119047619047619,31.56441363898406,1.1674641379895427,3.452030335343675,0.15483399316369573,0.0,0.0,0
1970-07-02,0.5158730158730159,31.72051827995853,1.20040625077281,3.456963735850015,0.18266004181211176,0.0,0.0,0
1970-07-03,0.5198412698412699,31.649008536753943,1.1936527033693225,3.4547068222465644,0.17701810446015348,0.0,0.0,0
1970-07-06,0.5238095238095238,31.330175554887887,1.179558560147571,3.44458170836008,0.1651402669142692,0.0,0.0,0
1970-07-07,0.5277777777777778,30.95195465733407,1.1452106907345088,3.4324361524622096,0.13558862945367134,0.0,0.0,0
1970-07-08,0.5317460317460317,31.36074750736299,1.1565090008269783,3.4455570315298543,0.14540598547530803,0.0,0.0,0
1970-07-09,0.5357142857142857,31.711989072833017,1.1940244882235311,3.4566948135723736,0.1773295241600379,0.0,0.0,0
1970-07-10,0.5396825396825397,31.80464297070122,1.205767698302954,3.4596122844963477,0.1871164581117215,0.0,0.0,0
1970-07-13,0.5436507936507936,32.44216612469858,1.238824338368037,3.4794590002824215,0.21416281565303874,0.0,0.0,0
1970-07-14,0.5476190476190477,32.260808960778405,1.2113388855535798,3.473853148662212,0.19172626485638322,0.0,0.0,0
1970-07-15,0.5515873015873016,32.28473202710346,1.2310146465980445,3.4745944258148818,0.207838745261546,0.0,0.0,0
1970-07-16,0.5555555555555556,32.60659556904859,1.23683336296887,3.4845145859780966,0.2125543737207578,0.0,0.0,0
1970-07-17,0.5595238095238095,32.33935916790541,1.2153021434384619,3.476285038488977,0.19499272360446007,0.0,0.0,0
1970-07-20,0.5634920634920635,32.44453206828208,1.2182913047176764,3.479531925663137,0.19744930712684672,0.0,0.0,0
1970-07-21,0.5674603174603174,32.52472832202804,1.2262120141660293,3.4820006714667744,0.20392975418299675,0.0,0.0,0
1970-07-22,0.5714285714285714,32.43821301727284,1.2206260694227826,3.479337141949196,0.19936389877563826,0.0,0.0,0
1970-07-23,0.5753968253968254,32.51583729639875,1.2236106502164676,3.4817272720705628,0.2018060372584215,0.0,0.0,0
1970-07-24,0.5793650793650794,32.6905709794315,1.2570537893499445,3.4870866870697093,0.22877072053818553,0.0,0.0,0
1970-07-27,0.5833333333333334,32.89532716637131,1.2691420976469359,3.493330616266624,0.23834115854451293,0.0,0.0,0
1970-07-28,0.5873015873015873,32.355811081196336,1.2432251480107825,3.4767936363822116,0.21770892887805532,0.0,0.0,0
1970-07-29,0.5912698412698413,31.74232800855254,1.1909094479790225,3.4576510586137457,0.17471725723840403,0.0,0.0,0
1970-07-30,0.5952380952380952,32.02515403116798,1.2151477647221165,3.4665216574876396,0.19486568645299718,0.0,0.0,0
1970-07-31,0.5992063492063492,31.987540699879688,1.1915953740925789,3.465346473853357,0.17529305975192105,0.0,0.0,0
1970-08-03,0.6031746031746031,31.879309522116625,1.1771275147402107,3.461957195033655,0.16307716118664778,0.0,0.0,0
1970-08-04,0.6071428571428571,32.09338097904798,1.2165211071954394,3.4686498088441633,0.1959952338475468,0.0,0.0,0
1970-08-05,0.6111111111111112,32.17350603974171,1.2109754327979558,3.4711433200729163,0.1914261776582869,0.0,0.0,0
1970-08-06,0.6150793650793651,31.80940532899778,1.1898519169212591,3.4597620111190905,0.17382885981822632,0.0,0.0,0
1970-08-07,0.6190476190476191,31.763514411567964,1.173057693112986,3.458318285533161,0.159613752701378,0.0,0.0,0
1970-08-10,0.623015873015873,31.810806027204404,1.1615226294755405,3.459806044239289,0.14973175601360322,0.0,0.0,0
1970-08-11,0.626984126984127,32.17698107006071,1.1940518026236056,3.4712513233057884,0.17735239981118867,0.0,0.0,0
1970-08-12,0.6309523809523809,32.538468720456265,1.2077236894612857,3.482423042307959,0.18873733945937327,0.0,0.0,0
1970-08-13,0.6349206349206349,32.71692258515493,1.215589260969403,3.4878924542903462,0.1952289476758075,0.0,0.0,0
1970-08-14,0.6388888888888888,32.60052980818853,1.2047281686530553,3.4843285400255275,0.1862539553141916,0.0,0.0,0
1970-08-17,0.6428571428571429,32.18999189886204,1.1646872849354866,3.4716555936443925,0.1524526260371592,0.0,0.0,0
1970-08-18,0.6468253968253969,32.45722108254365,1.1764064821194373,3.4799229479023595,0.1624644378146518,0.0,0.0,0
1970-08-19,0.6507936507936508,32.53808998968569,1.1927206640038273,3.482411402762842,0.17623696985177223,0.0,0.0,0
1970-08-20,0.6547619047619048,31.989389962929412,1.1535398402758799,3.4654042841618877,0.14283533663590364,0.0,0.0,0
1970-08-21,0.6587301587301587,32.05591875775806,1.1615098910879584,3.4674818389457447,0.14972078898023683,0.0,0.0,0
1970-08-24,0.6626984126984127,31.945626982254545,1.1676769593887535,3.46403530079094,0.15501627028608378,0.0,0.0,0
1970-08-25,0.6666666666666666,32.023290190724126,1.157055844836072,3.466463456528443,0.14587871397505375,0.0,0.0,0
1970-08-26,0.6706349206349206,31.736899471466042,1.1510757934834512,3.457480025117743,0.1406969776876656,0.0,0.0,0
1970-08-27,0.6746031746031746,31.89478593224584,1.1368211536631223,3.4624425460315096,0.12823590570567134,0.0,0.0,0
1970-08-28,0.6785714285714286,32.338028008009466,1.1671294530853624,3.4762438754193403,0.15454727524606543,0.0,0.0,0
1970-08-31,0.6825396825396826,32.78599726700003,1.1861109658166784,3.490001511645511,0.1706798592819842,0.0,0.0,0
1970-09-01,0.6865079365079365,32.69978999729104,1.1676203619412946,3.4873686557813945,0.15496779898698781,0.0,0.0,0
1970-09-02,0.6904761904761905,33.55084863833024,1.2102938618823063,3.5130621578319197,0.1908631911824336,0.0,0.0,0
1970-09-03,0.6944444444444444,34.09878305452081,1.2310707991186198,3.529261696101946,0.20788435904857594,0.0,0.0,0
1970-09-04,0.6984126984126984,34.16577166424701,1.2132969546103267,3.531224314374483,0.1933414100670402,0.0,0.0,0
1970-09-07,0.7023809523809523,34.04624846329128,1.2190640657097778,3.5277198492360213,0.1980834050736377,0.0,0.0,0
1970-09-08,0.7063492063492064,33.63363531957812,1.2103532675537352,3.515526617429483,0.1909122736535782,0.0,0.0,0
1970-09-09,0.7103174603174603,33.758194975645694,1.2036907847891964,3.519223201937174,0.1853924906371,0.0,0.0,0
1970-09-10,0.7142857142857143,33.60018038554383,1.1894812733868467,3.5145314355721236,0.1735173073724232,0.0,0.0,0
1970-09-11,0.7182539682539683,33.594435681633826,1.1823697555123502,3.514360448541905,0.16752069198779268,0.0,0.0,0
1970-09-14,0.7222222222222222,33.328462974610055,1.1646607362216426,3.506411775883066,0.15242983106311142,0.0,0.0,0
1970-09-15,0.7261904761904762,32.998664298562666,1.132293782832986,3.4964670848461816,0.12424547158091731,0.0,0.0,0
1970-09-16,0.7301587301587301,32.993465488879146,1.1421222713228532,3.496309526370314,0.1328881732107582,0.0,0.0,0
1970-09-17,0.7341269841269841,32.50324776807738,1.1169577850636274,3.4813400156683474,0.11060872623378692,0.0,0.0,0
1970-09-18,0.7380952380952381,32.30314713717207,1.0954949015581643,3.4751646600695403,0.09120622605639672,0.0,0.0,0
1970-09-21,0.7420634920634921,32.59057848077646,1.1037598937113786,3.4840232429458933,0.09872243662077712,0.0,0.0,0
1970-09-22,0.746031746031746,33.09328746261326,1.1197002069338478,3.4993304661257483,0.11306097709586438,0.0,0.0,0
1970-09-23,0.75,33.23221352550642,1.1237621176779058,3.503519692411213,0.11668208999619328,0.0,0.0,0
1970-09-24,0.753968253968254,32.993272619503436,1.1183621089375773,3.4963036806691554,0.11186521221816498,0.0,0.0,0
1970-09-25,0.7579365079365079,32.952860195304424,1.1230522581830253,3.4950780612876136,0.11605020911976138,0.0,0.0,0
1970-09-28,0.7619047619047619,32.947960181893194,1.1100704190674986,3.4949293525646503,0.10442345391332297,0.0,0.0,0
1970-09-29,0.7658730158730159,32.925020375728906,1.1092788491972063,3.4942328664819673,0.10371011877930247,0.0,0.0,0
1970-09-30,0.7698412698412699,33.25289072331616,1.1149149151621442,3.504141702369986,0.10877809272876193,0.0,0.0,0
1970-10-01,0.7738095238095238,33.25059328785783,1.094957763411139,3.504072610186519,0.09071579029726634,0.0,0.0,0
1970-10-02,0.7777777777777778,33.478778053118496,1.0935701808789327,3.5109117471391587,0.08944773911998316,0.0,0.0,0
1970-10-05,0.7817460317460317,32.89012162996307,1.0644239119844303,3.493172358277529,0.06243372509306211,0.0,0.0,0
1970-10-06,0.7857142857142857,33.266584150933234,1.0653526709575918,3.5045534142133636,0.06330589078356103,0.0,0.0,0
1970-10-07,0.7896825396825397,32.91726409627553,1.040651334451525,3.493997264708686,0.03984680024631426,0.0,0.0,0
1970-10-08,0.7936507936507936,32.5581103850958,1.0277196733288718,3.483026504594472,0.027342438531609448,0.0,0.0,0
1970-10-09,0.7976190476190477,32.306777453298544,1.0082843213244574,3.475277036493234,0.008250194682387746,0.0,0.0,0
1970-10-12,0.8015873015873016,32.506312356474695,1.0093776942170096,3.481434296829263,0.009333996618644314,0.0,0.0,0
1970-10-13,0.8055555555555556,32.657884243145546,1.00598989762251,3.486086304156277,0.0059720295023832914,0.0,0.0,0
1970-10-14,0.8095238095238095,32.27487698828781,0.9698915727773314,3.47428912536333,-0.03057099437455646,0.0,0.0,0
1970-10-15,0.8134920634920635,32.89186489549954,0.9938776312466222,3.4932253595816536,-0.006141187301665019,0.0,0.0,0
1970-10-16,0.8174603174603174,32.98288859664723,0.9974007008475417,3.4959888996103445,-0.0026026831958663177,0.0,0.0,0
1970-10-19,0.8214285714285714,33.04640294227563,1.0005283254691815,3.4979127235296232,0.0005281859544180589,0.0,0.0,0
1970-10-20,0.8253968253968254,33.69397709842659,1.0184153284945567,3.5173191002708566,0.018247819693894662,0.0,0.0,0
1970-10-21,0.8293650793650794,33.184028322953104,0.9852024333218441,3.502068685559081,-0.014908142862795293,0.0,0.0,0
1970-10-22,0.8333333333333334,32.75467833525732,0.9736972041256629,3.4890458018107022,-0.02665490239349433,0.0,0.0,0
1970-10-23,0.8373015873015873,33.03520431462231,0.9760981065505359,3.497573790255286,-0.024192178614044768,0.0,0.0,0
1970-10-26,0.8412698412698413,32.5896136801166,0.9530266779433507,3.4839936388398622,-0.04811238207510049,0.0,0.0,0
1970-10-27,0.8452380952380952,33.05685917067299,0.945189168366035,3.498229083967833,-0.056370193356253484,0.0,0.0,0
1970-10-28,0.8492063492063492,33.242180217280435,0.942308785235573,3.503819558007198,-0.05942226062964073,0.0,0.0,0
1970-10-29,0.8531746031746031,33.60071800112073,0.9465666786715361,3.514547435821817,-0.05491386319491531,0.0,0.0,0
1970-10-30,0.8571428571428571,33.51581724270476,0.9283122095552462,3.5120174838988647,-0.0743871700663361,0.0,0.0,0
1970-11-02,0.8611111111111112,33.200638635387826,0.9284155167003644,3.5025691117430906,-0.07427589134327517,0.0,0.0,0
1970-11-03,0.8650793650793651,33.48505115136289,0.9360892850982905,3.5110991049511973,-0.06604441699161157,0.0,0.0,0
1970-11-04,0.8690476190476191,33.20570131711784,0.9065208442561994,3.5027215875983613,-0.09814125483626124,0.0,0.0,0
1970-11-05,0.873015873015873,33.08596673679928,0.9012144165466939,3.4991092268285575,-0.10401207349619157,0.0,0.0,0
1970-11-06,0.876984126984127,33.06888763007979,0.8994596591170823,3.498592889599419,-0.10596107471611971,0.0,0.0,0
1970-11-09,0.8809523809523809,32.71059395769611,0.8843133260732002,3.4876989996763563,-0.12294383788468177,0.0,0.0,0
1970-11-10,0.8849206349206349,32.70854871173671,0.8958693878824223,3.487636472230211,-0.1099606490856968,0.0,0.0,0
1970-11-11,0.8888888888888888,33.33567060870434,0.9198349178280175,3.5066280131229415,-0.08356106218328052,0.0,0.0,0
1970-11-12,0.8928571428571429,33.09192053404052,0.9091153613098747,3.4992891599603886,-0.09528328272519238,0.0,0.0,0
1970-11-13,0.8968253968253969,32.90212197977898,0.8943636735648658,3.493537153557051,-0.11164279283002876,0.0,0.0,0
1970-11-16,0.9007936507936508,32.89349304381402,0.8842643507657628,3.4932748583870357,-0.12299922172005562,0.0,0.0,0
1970-11-17,0.9047619047619048,33.104198996839514,0.8914858231775339,3.4996601322477923,-0.1148657440179085,0.0,0.0,0
1970-11-18,0.9087301587301587,33.197826989789924,0.8933271350409723,3.5024844216655984,-0.11280243255638644,0.0,0.0,0
