date,t_years,gold,silver,gas,oil,commodity_topics,label,IN,price_gold,price_silver,price_oil,price_gas,log_price_gold,dev_gold,log_price_silver,dev_silver,log_price_oil,dev_oil,log_price_gas,dev_gas,obs_id
1970-02-11,0.115079365079365,1,1,1,1,"gas,gold,oil,silver",0,0,33.19892352554154,1.4198591994546863,27.857,4.301539342926468,3.502517451467304,0.0,0.35055771138335506,0.0,3.3270842812901558,0.0,1.4589729453646423,0.0,10
1970-02-16,0.1269841269841269,1,0,1,1,"gas,gold,oil",0,0,32.42350580306691,,28.2887,4.438719855399495,3.4788836475082388,0.0,,,3.342462431624182,0.0,1.490366014015715,0.0,11
1970-02-18,0.1349206349206349,1,0,0,1,"gold,oil",0,0,32.830747453344955,,28.04,,3.491365498642234,0.0,,,3.3336320621663895,0.0,,,12
1970-02-23,0.1468253968253968,0,0,1,1,"gas,oil",0,0,,,27.8612,5.052627597356529,,,,,3.32723503992945,0.0,1.6199084242778983,0.0,13
1970-02-26,0.1587301587301587,0,0,1,0,gas,0,0,,,,5.171448950520338,,,,,,,1.6431529104770002,0.0,14
1970-03-03,0.1706349206349206,1,1,1,0,"gas,gold,silver",0,0,33.20926202739512,1.3704627438786547,,4.825348887620483,3.50282881374444,0.0,0.3151484520633333,0.0,,,1.573883040491955,0.0,15
1970-03-06,0.1825396825396825,1,1,1,1,"gas,gold,oil,silver",0,0,32.98376014643128,1.3400103114502957,31.1549,5.048549229780478,3.496015323562469,0.0,0.29267730904537376,0.0,3.4389715362333706,0.0,1.619100920782522,0.0,16
1970-03-11,0.1944444444444444,1,1,1,1,"gas,gold,oil,silver",0,0,32.8307393355376,1.3115789848309527,28.1327,4.963901288199574,3.4913652513798663,0.0,0.27123174331573696,0.0,3.336932600832065,0.0,1.602191981608697,0.0,17
1970-03-16,0.2063492063492063,0,1,1,1,"gas,oil,silver",0,0,,1.2924563746616682,28.3648,4.597526667179894,,,0.25654457415125226,0.0,3.345148939810609,0.0,1.52551847784491,0.0,18
1970-03-19,0.2182539682539682,1,1,1,1,"gas,gold,oil,silver",0,0,32.633829866220346,1.280021096653747,28.9835,4.7805562292422765,3.4853494762649704,0.0,0.24687655955644297,0.0,3.366726702546931,0.0,1.5645569056836397,0.0,19
1970-03-23,0.2261904761904762,1,1,1,0,"gas,gold,silver",0,0,32.71675273765101,1.2735876694492856,,5.02495316271947,3.4878872628502173,0.0,0.24183785441011338,0.0,,,1.6144161330498532,0.0,20
1970-03-26,0.238095238095238,1,0,1,0,"gas,gold",0,0,33.2128394404589,,,4.495517273694035,3.502936531295923,0.0,,,,,1.503080738876424,0.0,21
1970-03-31,0.25,1,1,1,0,"gas,gold,silver",0,0,33.28719448079368,1.3282273031404754,,4.582358136965495,3.5051727729017212,0.0,0.28384519841106776,0.0,,,1.5222137426890787,0.0,22
1970-04-03,0.2619047619047619,1,1,1,1,"gas,gold,oil,silver",0,0,33.0306239420588,1.3576309982951666,31.3599,4.641455310118399,3.497435129386522,0.0,0.30574126783510813,0.0,3.445530006701613,0.0,1.5350279614841031,0.0,23
1970-04-08,0.2738095238095238,1,0,0,1,"gold,oil",0,0,33.47120052349968,,30.4201,,3.5106853832235227,0.0,,,3.4151035741367233,0.0,,,24
1970-04-13,0.2857142857142857,1,1,1,1,"gas,gold,oil,silver",0,0,33.22374614086765,1.3449741728833433,31.8758,4.408937226785751,3.5032648654633487,0.0,0.2963748105522187,0.0,3.4618471012028555,0.0,1.4836336687570388,0.0,25
1970-04-16,0.2976190476190476,1,0,1,1,"gas,gold,oil",0,0,32.9755800130424,,30.5711,4.400378769285144,3.4957672879268475,0.0,,,3.42005511824523,0.0,1.4816906211476486,0.0,26
1970-04-20,0.3055555555555556,1,1,1,1,"gas,gold,oil,silver",0,0,32.405052075287315,1.269857964321811,31.7756,4.823026547237992,3.4783143388923463,0.0,0.23890505509935536,0.0,3.4586986996667135,0.0,1.573401645371498,0.0,27
1970-04-23,0.3174603174603174,1,1,0,0,"gold,silver",0,0,31.77848828870914,1.2185951572444986,,,3.458789591969283,0.0,0.19769868479227334,0.0,,,,,28
1970-04-28,0.3293650793650793,1,1,1,1,"gas,gold,oil,silver",0,0,32.63967467402459,1.2430749152537182,31.8218,5.20338405210793,3.4855285629513997,0.0,0.21758808042579725,0.0,3.460151589505824,0.0,1.649309193173916,0.0,29
1970-05-01,0.3412698412698413,1,1,0,1,"gold,oil,silver",0,0,32.8068708421867,1.2414317778596695,31.4049,,3.4906379703488124,0.0,0.21626537307454208,0.0,3.446963931694938,0.0,,,30
1970-05-06,0.3531746031746032,1,1,1,1,"gas,gold,oil,silver",0,0,32.70944627834279,1.222959916810747,32.577,6.02092099532033,3.487663913199818,0.0,0.20127408168776614,0.0,3.483606517902873,0.0,1.7952402368749358,0.0,31
1970-05-11,0.365079365079365,0,1,1,1,"gas,oil,silver",0,0,,1.1482801701688372,32.2563,6.074093515077964,,,0.1382653187915732,0.0,3.4737133730008916,0.0,1.8040327624678267,0.0,32
1970-05-14,0.376984126984127,1,1,1,1,"gas,gold,oil,silver",0,0,31.93077594207441,1.1394096020204143,32.6141,6.863374874879289,3.463570307780444,0.0,0.13051023528897399,0.0,3.484744710202288,0.0,1.9261992850311664,0.0,33
1970-05-19,0.3888888888888889,1,0,1,1,"gas,gold,oil",0,0,31.81773754898035,,31.1211,6.764587420207618,3.460023918841277,0.0,,,3.4378860457292006,0.0,1.9117012723583051,0.0,34
1970-05-21,0.3968253968253968,1,1,1,1,"gas,gold,oil,silver",0,0,31.221886914372096,1.129649000386739,31.2509,6.704621500973372,3.4411193525425237,0.0,0.1219069653453563,0.0,3.4420481757676984,0.0,1.902797064875295,0.0,35
1970-05-26,0.4087301587301587,1,1,0,1,"gold,oil,silver",0,0,31.6456996572429,1.1624098979203057,32.8325,,3.4546022675497037,0.0,0.15049534831021033,0.0,3.491418878477178,0.0,,,36
1970-05-29,0.4206349206349206,1,1,1,1,"gas,gold,oil,silver",0,0,31.902928273696663,1.131031127806125,33.6782,7.570815817207239,3.4626978009915463,0.0,0.12312971913024971,0.0,3.516850743765412,0.0,2.024300831418998,0.0,37
1970-06-03,0.4325396825396825,0,0,1,1,"gas,oil",0,0,,,34.9889,7.561010302370906,,,,,3.5550308683318397,0.0,2.0230048191424452,0.0,38
1970-06-08,0.4444444444444444,1,1,1,1,"gas,gold,oil,silver",0,0,31.80737734195632,1.1692231712281564,36.031,7.564647908324599,3.459698254765594,0.0,0.15633957207787166,0.0,3.5843796790237525,0.0,2.0234858039661336,0.0,39
1970-06-11,0.4563492063492063,1,1,0,1,"gold,oil,silver",0,0,32.05581952774227,1.180879812208745,36.3649,,3.4674787434122765,0.0,0.16625976422005628,0.0,3.593604023705844,0.0,,,40
1970-06-16,0.4682539682539682,1,0,1,1,"gas,gold,oil",0,0,32.35068099074287,,37.0575,8.21666962249324,3.4766350714438277,0.0,,,3.6124707604058774,0.0,2.1061649715560105,0.0,41
1970-06-19,0.4801587301587302,1,1,0,1,"gold,oil,silver",0,0,32.41249930872919,1.216292403581154,35.909,,3.4785441295374917,0.0,0.19580721810861237,0.0,3.580987960453977,0.0,,,42
1970-06-23,0.4880952380952381,1,1,1,1,"gas,gold,oil,silver",0,0,32.23512918171693,1.204488142265427,38.7855,8.427701903442863,3.47305682625314,0.0,0.18605469849583567,0.0,3.658046465441536,0.0,2.1315241255303303,0.0,43
1970-06-26,0.5,0,0,1,1,"gas,oil",0,0,,,38.1191,8.859160505000645,,,,,3.640715468853564,0.0,2.1814520089992224,0.0,44
1970-07-01,0.5119047619047619,1,1,0,0,"gold,silver",0,0,31.56441363898406,1.1674641379895427,,,3.452030335343675,0.0,0.15483399316369573,0.0,,,,,45
1970-07-06,0.5238095238095238,1,1,1,1,"gas,gold,oil,silver",0,0,31.330175554887887,1.179558560147571,44.0962,7.970268993211061,3.44458170836008,0.0,0.1651402669142691,0.0,3.786373610939689,0.0,2.0757182429491507,0.0,46
1970-07-09,0.5357142857142857,0,1,1,1,"gas,oil,silver",0,0,,1.1940244882235311,43.2767,7.655363913170684,,,0.1773295241600378,0.0,3.7676143839417593,0.0,2.035406567257377,0.0,47
1970-07-14,0.5476190476190477,1,1,0,0,"gold,silver",0,0,32.260808960778405,1.2113388855535798,,,3.473853148662212,0.0,0.19172626485638328,0.0,,,,,48
1970-07-17,0.5595238095238095,1,1,1,1,"gas,gold,oil,silver",0,0,32.33935916790541,1.215302143438462,46.0757,8.245602193083677,3.476285038488977,0.0,0.19499272360446027,0.0,3.8302856960612073,0.0,2.109679990710586,0.0,49
1970-07-22,0.5714285714285714,0,1,1,0,"gas,silver",0,0,,1.2206260694227826,,8.536258972476187,,,0.1993638987756382,0.0,,,2.144322852395399,0.0,50
1970-07-24,0.5793650793650794,1,1,1,1,"gas,gold,oil,silver",0,0,32.6905709794315,1.2570537893499445,47.3921,8.163229615105465,3.4870866870697093,0.0,0.2287707205381856,0.0,3.8584555481439318,0.0,2.099639876838217,0.0,51
1970-07-29,0.5912698412698413,1,0,0,1,"gold,oil",0,0,31.74232800855254,,46.7648,,3.4576510586137457,0.0,,,3.845130783174707,0.0,,,52
1970-08-03,0.6031746031746031,1,1,1,1,"gas,gold,oil,silver",0,0,31.879309522116625,1.1771275147402107,46.5624,8.069211589091791,3.461957195033655,0.0,0.1630771611866478,0.0,3.840793348486465,0.0,2.0880557809902567,0.0,53
1970-08-06,0.6150793650793651,1,1,1,1,"gas,gold,oil,silver",0,0,31.80940532899778,1.1898519169212591,46.7006,8.796560735380469,3.4597620111190905,0.0,0.17382885981822624,0.0,3.843757012558056,0.0,2.174360819567014,0.0,54
1970-08-11,0.626984126984127,0,1,1,1,"gas,oil,silver",0,0,,1.1940518026236056,48.8016,9.408044745104112,,,0.17735239981118872,0.0,3.887763099206869,0.0,2.241565147214701,0.0,55
1970-08-14,0.6388888888888888,1,1,1,0,"gas,gold,silver",0,0,32.60052980818853,1.204728168653055,,9.179551557288384,3.4843285400255275,0.0,0.18625395531419148,0.0,,,2.216978353470615,0.0,56
1970-08-19,0.6507936507936508,0,1,1,0,"gas,silver",0,0,,1.1927206640038273,,9.205520117025756,,,0.17623696985177217,0.0,,,2.2198033168395255,0.0,57
1970-08-21,0.6587301587301587,1,1,0,1,"gold,oil,silver",0,0,32.05591875775806,1.1615098910879584,41.2166,,3.4674818389457447,0.0,0.14972078898023677,0.0,3.718841087829346,0.0,,,58
1970-08-26,0.6706349206349206,1,1,0,0,"gold,silver",0,0,31.73689947146604,1.1510757934834512,,,3.457480025117743,0.0,0.14069697768766562,0.0,,,,,59
1970-08-31,0.6825396825396826,1,1,1,1,"gas,gold,oil,silver",0,0,32.78599726700003,1.1861109658166784,40.1102,8.539824224067404,3.490001511645511,0.0,0.17067985928198415,0.0,3.6916306660572387,0.0,2.144740424926756,0.0,60
1970-09-03,0.6944444444444444,1,1,1,1,"gas,gold,oil,silver",0,0,34.09878305452081,1.2310707991186198,41.0992,8.461957299042181,3.529261696101946,0.0,0.20788435904857586,0.0,3.7159886565925544,0.0,2.1355805060835578,0.0,61
1970-09-08,0.7063492063492064,0,1,0,0,silver,0,0,,1.2103532675537352,,,,,0.19091227365357824,0.0,,,,,62
1970-09-11,0.7182539682539683,1,1,1,1,"gas,gold,oil,silver",0,0,33.594435681633826,1.1823697555123502,41.8414,10.025771724068594,3.514360448541905,0.0,0.1675206919877926,0.0,3.7338862799999264,0.0,2.305158950186795,0.0,63
1970-09-16,0.7301587301587301,1,1,1,1,"gas,gold,oil,silver",0,0,32.993465488879146,1.1421222713228532,39.6251,11.38657129136534,3.496309526370314,0.0,0.13288817321075821,0.0,3.6794627558535664,0.0,2.432434704166127,0.0,64
1970-09-21,0.7420634920634921,0,0,0,1,oil,0,0,,,43.084,,,,,,3.763151698488524,0.0,,,65
1970-09-23,0.75,1,1,0,1,"gold,oil,silver",0,0,33.23221352550642,1.1237621176779058,41.9978,,3.503519692411213,0.0,0.11668208999619334,0.0,3.7376172359590574,0.0,,,66
1970-09-28,0.7619047619047619,1,1,1,1,"gas,gold,oil,silver",0,0,32.947960181893194,1.1100704190674986,43.0227,10.984311623095165,3.4949293525646503,0.0,0.10442345391332301,0.0,3.761727883376439,0.0,2.396468038701902,0.0,67
1970-10-01,0.7738095238095238,0,1,0,0,silver,0,0,,1.094957763411139,,,,,0.09071579029726627,0.0,,,,,68
1970-10-06,0.7857142857142857,1,1,0,1,"gold,oil,silver",0,0,33.266584150933234,1.0653526709575918,42.3239,,3.5045534142133636,0.0,0.06330589078356098,0.0,3.7453519383134837,0.0,,,69
1970-10-09,0.7976190476190477,1,1,1,1,"gas,gold,oil,silver",0,0,32.306777453298544,1.0082843213244574,43.6698,9.633263607173168,3.475277036493234,0.0,0.008250194682387677,0.0,3.7766567876839137,0.0,2.2652220684143765,0.0,70
1970-10-14,0.8095238095238095,0,1,1,1,"gas,oil,silver",0,0,,0.9698915727773314,43.5339,9.323255550469003,,,-0.030570994374556494,0.0,3.7735399449348317,0.0,2.2325118756939037,0.0,71
1970-10-19,0.8214285714285714,1,1,1,1,"gas,gold,oil,silver",0,0,33.04640294227563,1.0005283254691817,44.0192,9.426138963210212,3.4979127235296232,0.0,0.0005281859544183023,0.0,3.7846259023757005,0.0,2.2434865709358576,0.0,72
1970-10-22,0.8333333333333334,1,1,1,1,"gas,gold,oil,silver",0,0,32.75467833525732,0.9736972041256629,42.0573,9.535330812063464,3.4890458018107022,0.0,-0.026654902393494283,0.0,3.739032974205471,0.0,2.2550039329511677,0.0,73
1970-10-26,0.8412698412698413,1,1,1,1,"gas,gold,oil,silver",0,0,32.5896136801166,0.9530266779433508,41.1004,9.941028702571922,3.4839936388398622,0.0,-0.048112382075100345,0.0,3.716017853814927,0.0,2.296670506518056,0.0,74
1970-10-29,0.8531746031746031,1,0,0,0,gold,0,0,33.60071800112073,,,,3.514547435821817,0.0,,,,,,,75
1970-11-03,0.8650793650793651,0,0,1,0,gas,0,0,,,,10.12563622885838,,,,,,,2.3150704484365265,0.0,76
1970-11-06,0.876984126984127,1,0,1,0,"gas,gold",0,0,33.06888763007979,,,9.498398545630904,3.498592889599419,0.0,,,,,2.2511232102521617,0.0,77
1970-11-11,0.8888888888888888,1,1,0,1,"gold,oil,silver",0,0,33.33567060870434,0.9198349178280176,41.6503,,3.5066280131229415,0.0,-0.08356106218328047,0.0,3.7293085714680636,0.0,,,78
1970-11-16,0.9007936507936508,1,1,1,0,"gas,gold,silver",0,0,32.89349304381402,0.8842643507657628,,10.039801920539992,3.4932748583870357,0.0,-0.12299922172005559,0.0,,,2.306557385039082,0.0,79
1970-11-19,0.9126984126984128,0,1,1,1,"gas,oil,silver",0,0,,0.8754255515945832,41.3236,10.408338893441831,,,-0.13304516617224132,0.0,3.7214337653352794,0.0,2.342607301541163,0.0,80
1970-11-23,0.9206349206349206,1,0,1,1,"gas,gold,oil",0,0,32.98822730652477,,41.5366,10.420820233418452,3.4961507495295434,0.0,,,3.7265749662777545,0.0,2.3438057504458447,0.0,81
1970-11-26,0.9325396825396826,0,1,1,1,"gas,oil,silver",0,0,,0.8115430319737199,43.6025,10.044523080304597,,,-0.20881786573936167,0.0,3.7751144881606864,0.0,2.3070275188226534,0.0,82
1970-12-01,0.9444444444444444,1,0,1,1,"gas,gold,oil",0,0,31.934903837846026,,33.5649,11.000239920663656,3.46369957582524,0.0,,,3.5134808780923694,0.0,2.397917083529938,0.0,83
1970-12-04,0.9563492063492064,1,1,1,1,"gas,gold,oil,silver",0,0,31.98438913360861,0.7847289203621783,34.6304,12.660988046859355,3.4652479441925563,0.0,-0.24241694521731286,0.0,3.5447319090262246,0.0,2.5385254584463155,0.0,84
1970-12-09,0.9682539682539684,1,1,1,1,"gas,gold,oil,silver",0,0,32.29566036651814,0.7803955058692338,34.0273,12.838408112027452,3.47493286722454,0.0,-0.2479544290026665,0.0,3.5271631436078175,0.0,2.5524413117617453,0.0,85
1970-12-14,0.98015873015873,0,1,0,1,"oil,silver",0,0,,0.7885731385817578,35.3795,,,,-0.237530120277301,0.0,3.5661325563536543,0.0,,,86
1970-12-17,0.992063492063492,1,1,1,1,"gas,gold,oil,silver",0,0,33.0191838459324,0.808959398113665,30.9655,12.192909338096754,3.497088721225047,0.0,-0.21200655092887113,0.0,3.4328736815226977,0.0,2.5008545809806284,0.0,87
1970-12-22,1.003968253968254,1,1,1,1,"gas,gold,oil,silver",0,0,32.61538409778098,0.7690618189374205,29.1626,11.403079315684543,3.4847840819004983,0.0,-0.262583923972227,0.0,3.3728870664029635,0.0,2.4338834343367752,0.0,88
1970-12-24,1.011904761904762,1,1,1,1,"gas,gold,oil,silver",0,0,32.62875649343455,0.7612584118181569,30.2246,10.975991089396684,3.485194000575789,0.0,-0.2727824100116501,0.0,3.408656162335535,0.0,2.395710259157096,0.0,89
1970-12-29,1.0238095238095235,1,1,1,0,"gas,gold,silver",0,0,33.19507836471091,0.7834154021291674,,10.76421797765014,3.502401622906728,0.0,-0.24409219732436366,0.0,,,2.3762274832774315,0.0,90
1971-01-01,1.0357142857142858,1,1,1,1,"gas,gold,oil,silver",0,0,33.459474342429424,0.7901885600160204,29.6863,10.98550337781118,3.510334985406267,0.0,-0.23548367843687726,0.0,3.3906856599252757,0.0,2.3965765288932976,0.0,91
1971-01-06,1.0476190476190477,1,1,1,1,"gas,gold,oil,silver",0,0,33.803302417703975,0.8140967611059088,30.6078,10.74545267530422,3.520558502381981,0.0,-0.2056760489067305,0.0,3.4212548784371344,0.0,2.3744826581325498,0.0,92
1971-01-11,1.0595238095238095,0,1,1,1,"gas,oil,silver",0,0,,0.7979270885782409,33.0582,10.368596622490609,,,-0.2257380534030505,0.0,3.4982696444496355,0.0,2.338781682561796,0.0,93
1971-01-14,1.0714285714285714,1,1,1,1,"gas,gold,oil,silver",0,0,31.93345165572197,0.7347130882997931,32.6068,10.055127158945668,3.463654101595848,0.0,-0.30827521203276137,0.0,3.4845208555780656,0.0,2.3080826694843495,0.0,94
1971-01-19,1.0833333333333333,0,0,1,0,gas,0,0,,,,10.242880265424436,,,,,,,2.3265828559810613,0.0,95
1971-01-22,1.0952380952380951,0,1,1,1,"gas,oil,silver",0,0,,0.7675676894019746,33.7191,9.169764691062042,,,-0.264528608749152,0.0,3.5180644423860006,0.0,2.2159116252043485,0.0,96
1971-01-26,1.1031746031746033,1,1,0,1,"gold,oil,silver",0,0,32.82965417560317,0.7711884311327032,33.0724,,3.491332197665854,0.0,-0.25982253692292606,0.0,3.4986990976896863,0.0,,,97
1971-01-29,1.1150793650793651,1,1,0,1,"gold,oil,silver",0,0,33.173764433621386,0.8092985216885805,33.6029,,3.501759335624817,0.0,-0.21158742913656595,0.0,3.5146123727685152,0.0,,,98
1971-02-03,1.126984126984127,1,1,1,0,"gas,gold,silver",0,0,32.811550339390884,0.8129145132822237,,8.679637838584247,3.4907805978954025,0.0,-0.20712932467730716,0.0,,,2.1609798041363932,0.0,99
1971-02-08,1.1388888888888888,1,1,1,1,"gas,gold,oil,silver",0,0,32.670342461242775,0.7851170349121226,32.7362,9.049436375684811,3.4864677079958337,0.0,-0.24192248325236926,0.0,3.488481499232469,0.0,2.2027024768425667,0.0,100
1971-02-11,1.1507936507936507,1,0,1,1,"gas,gold,oil",0,0,33.55031613764656,,33.608,8.824862300527226,3.513046286253968,0.0,,,3.514764133867081,0.0,2.177572999357936,0.0,101
1971-02-16,1.1626984126984128,1,1,1,1,"gas,gold,oil,silver",0,0,33.42882601627988,0.8089833445658636,34.4585,8.481123493152937,3.509418582145008,0.0,-0.2119769498168309,0.0,3.5397557014234198,0.0,2.137842928428242,0.0,102
1971-02-19,1.1746031746031746,1,1,1,1,"gas,gold,oil,silver",0,0,33.881836113717505,0.808628266111725,34.7094,8.233205586168397,3.5228790629351394,0.0,-0.2124159655329618,0.0,3.547010543639587,0.0,2.1081754389954575,0.0,103
1971-02-24,1.1865079365079363,1,1,1,1,"gas,gold,oil,silver",0,0,34.5524381006689,0.8617232750502856,34.6845,8.23935351135098,3.542478115037061,0.0,-0.14882108648231998,0.0,3.546292901279995,0.0,2.1089218834831227,0.0,104
1971-02-26,1.1944444444444444,1,1,1,1,"gas,gold,oil,silver",0,0,34.76800693527282,0.8692190136519379,33.024,7.925988061174618,3.5486976229869263,0.0,-0.14016015595193315,0.0,3.4972345698590974,0.0,2.0701469884807877,0.0,105
1971-03-03,1.2063492063492065,0,1,1,1,"gas,oil,silver",0,0,,0.8366444253203682,31.7968,7.63323015355782,,,-0.17835611916018734,0.0,3.459365655791883,0.0,2.03251110479957,0.0,106
1971-03-08,1.218253968253968,1,1,1,1,"gas,gold,oil,silver",0,0,34.99184747901703,0.8406336133193948,32.019,7.697996247552403,3.555115105186259,0.0,-0.1735993699165218,0.0,3.4663294765999377,0.0,2.0409600674039665,0.0,107
1971-03-11,1.2301587301587302,1,1,0,1,"gold,oil,silver",0,0,35.03666838687109,0.8295804468553901,31.9409,,3.556395181264415,0.0,-0.18683519170886514,0.0,3.4638873202233165,0.0,,,108
1971-03-16,1.242063492063492,1,1,1,1,"gas,gold,oil,silver",0,0,34.30918426670033,0.8221387689181584,32.279,8.179980745352738,3.5354130812073734,0.0,-0.19584607953899016,0.0,3.4744168639875666,0.0,2.101689796743027,0.0,109
1971-03-19,1.253968253968254,1,1,1,1,"gas,gold,oil,silver",0,0,34.83856788776697,0.854162522575698,34.7415,7.956672094522498,3.550725045736667,0.0,-0.15763379583404727,0.0,3.5479349377737393,0.0,2.0740108338595014,0.0,110
1971-03-24,1.2658730158730158,1,0,1,0,"gas,gold",0,0,36.22583227482095,,,7.999634039080146,3.589772463093158,0.0,,,,,2.0793957955185145,0.0,111
1971-03-26,1.2738095238095235,0,1,1,1,"gas,oil,silver",0,0,,0.9133589520472114,37.3216,8.091885428648924,,,-0.09062631897478812,0.0,3.6195722475145935,0.0,2.0908617606102236,0.0,112
1971-03-31,1.2857142857142858,1,1,1,1,"gas,gold,oil,silver",0,0,35.33093953889941,0.902260714808174,37.2347,7.197280918806188,3.5647590542498238,0.0,-0.10285175987647172,0.0,3.6172411221944727,0.0,1.97370330452842,0.0,113
1971-04-05,1.2976190476190477,1,1,0,1,"gold,oil,silver",0,0,34.095913171345245,0.8603507365569203,36.9886,,3.5291775287594374,0.0,-0.15041513967021977,0.0,3.610609757061061,0.0,,,114
1971-04-08,1.3095238095238095,1,1,1,1,"gas,gold,oil,silver",0,0,34.27642035532303,0.8686545681798049,39.6648,7.124429084919663,3.5344576645700148,0.0,-0.14080973771424485,0.0,3.680464144512589,0.0,1.963529594511932,0.0,115
1971-04-13,1.3214285714285714,1,0,1,0,"gas,gold",0,0,34.04157165687131,,,7.689879779382407,3.527582473522742,0.0,,,,,2.039905150025052,0.0,116
1971-04-16,1.3333333333333333,1,1,1,0,"gas,gold,silver",0,0,33.885752731819,0.8117182374899404,,7.339515484659782,3.5229946526491185,0.0,-0.2086019972033511,0.0,,,1.993272830183316,0.0,117
1971-04-21,1.3452380952380951,1,1,1,1,"gas,gold,oil,silver",0,0,34.42603883290852,0.8533844620435964,44.5987,7.366775972622676,3.538813220859731,0.0,-0.15854511551421827,0.0,3.797704710619145,0.0,1.9969801576580972,0.0,118
1971-04-26,1.3571428571428572,0,1,1,1,"gas,oil,silver",0,0,,0.8540365763258985,47.3968,7.058958079104362,,,-0.1577812566892939,0.0,3.858554715873568,0.0,1.9542974597506186,0.0,119
1971-04-28,1.3650793650793651,1,1,0,0,"gold,silver",0,0,33.61585277220494,0.8315942025812615,,,3.5149977643990074,0.0,-0.184410694425584,0.0,,,,,120
1971-05-03,1.376984126984127,1,1,0,0,"gold,silver",0,0,34.5867465403548,0.860920200131302,,,3.543470560715442,0.0,-0.14975346162404984,0.0,,,,,121
1971-05-06,1.3888888888888888,1,1,1,1,"gas,gold,oil,silver",0,0,35.18465833748149,0.8856946901344661,52.2227,7.4484214734543315,3.560610144911837,0.0,-0.12138298129073946,0.0,3.955517266262204,0.0,2.0080021271833375,0.0,122
1971-05-11,1.4007936507936507,0,1,1,1,"gas,oil,silver",0,0,,0.8709237053381379,52.7505,7.733504052283362,,,-0.13820090029673776,0.0,3.965573250984239,0.0,2.045562065486786,0.0,123
1971-05-14,1.4126984126984128,1,1,0,1,"gold,oil,silver",0,0,36.58640034996058,0.896770719006006,53.2439,,3.5996765962184845,0.0,-0.10895505828576624,0.0,3.9748832440371147,0.0,,,124
1971-05-19,1.4246031746031746,1,1,1,1,"gas,gold,oil,silver",0,0,35.91264213734262,0.8450825427570379,55.123,7.498993679494579,3.5810893821769385,0.0,-0.1683209726595692,0.0,4.009567051929694,0.0,2.0147688354724616,0.0,125
1971-05-24,1.4365079365079363,1,1,1,1,"gas,gold,oil,silver",0,0,35.75522073418093,0.842748163353469,55.962,5.867921373178017,3.5766962930005572,0.0,-0.17108710421953305,0.0,4.024672888972781,0.0,1.769500460937048,0.0,126
1971-05-27,1.4484126984126984,1,1,1,1,"gas,gold,oil,silver",0,0,34.86478759764935,0.7911002439380135,54.8666,5.631684894267484,3.5514773685175847,0.0,-0.23433058860189054,0.0,4.004904784507293,0.0,1.7284086681192716,0.0,127
1971-05-31,1.4563492063492065,1,0,1,0,"gas,gold",0,0,35.25697500021724,,,5.377756527240768,3.562663382030715,0.0,,,,,1.682271284832421,0.0,128
